datetime,timestamp,current,voltage,soc,temperature
58:25.5,1684231105,49.42,371.98,90.99,27.39
58:25.6,1684231106,49.42,371.98,90.99,27.39
58:25.7,1684231106,49.42,371.98,90.99,27.39
58:25.8,1684231106,49.89,371.98,90.99,27.39
58:25.9,1684231106,49.89,371.9,90.99,27.39
58:26.0,1684231106,49.89,371.9,90.99,27.39
58:26.1,1684231106,49.89,371.9,90.99,27.4
58:26.2,1684231106,49.89,371.9,90.99,27.4
58:26.3,1684231106,49.89,371.9,90.99,27.4
58:26.4,1684231106,49.89,371.9,91,27.4
58:26.4,1684231106,49.89,371.9,91,27.4
58:26.6,1684231107,49.34,371.9,91,27.4
58:26.7,1684231107,49.34,371.96,91,27.4
58:26.8,1684231107,49.34,371.96,91,27.4
58:26.9,1684231107,49.34,371.96,91,27.4
58:27.0,1684231107,49.34,371.96,91,27.4
58:27.1,1684231107,49.34,371.96,91,27.4
58:27.2,1684231107,49.34,371.96,91,27.4
58:27.3,1684231107,49.63,371.96,91,27.4
58:27.4,1684231107,49.63,372.02,91,27.4
58:27.5,1684231107,49.63,372.02,91,27.4
58:27.6,1684231108,49.63,372.02,91,27.4
58:27.6,1684231108,49.63,372.02,91,27.4
58:27.7,1684231108,49.63,372.02,91,27.4
58:27.9,1684231108,49.63,372.02,91,27.4
58:28.0,1684231108,49.63,372.02,91,27.4
58:28.0,1684231108,49.53,372.02,91,27.4
58:28.1,1684231108,49.53,372.02,91,27.4
58:28.2,1684231108,49.53,372.02,91,27.4
58:28.3,1684231108,49.53,372.02,91,27.4
58:28.4,1684231108,49.53,372.02,91,27.4
58:28.5,1684231109,49.53,372.02,91,27.4
58:28.6,1684231109,49.53,372.02,91.01,27.4
58:28.7,1684231109,49.53,372.02,91.01,27.4
58:28.8,1684231109,49.13,372.02,91.01,27.4
58:28.9,1684231109,49.13,372.06,91.01,27.4
58:29.0,1684231109,49.13,372.06,91.01,27.4
58:29.1,1684231109,49.13,372.06,91.01,27.4
58:29.2,1684231109,49.13,372.06,91.01,27.4
58:29.3,1684231109,49.13,372.06,91.01,27.4
58:29.4,1684231109,49.13,372.06,91.01,27.4
58:29.5,1684231110,49.36,372.06,91.01,27.4
58:29.6,1684231110,49.36,372.06,91.01,27.4
58:29.7,1684231110,49.36,372.06,91.01,27.4
58:29.8,1684231110,49.36,372.06,91.01,27.4
58:29.9,1684231110,49.36,372.06,91.01,27.4
58:30.0,1684231110,49.36,372.06,91.01,27.4
58:30.1,1684231110,49.36,372.06,91.02,27.4
58:30.2,1684231110,49.36,372.06,91.02,27.4
58:30.3,1684231110,49.53,372.06,91.02,27.4
58:30.4,1684231110,49.53,372,91.02,27.4
58:30.5,1684231110,49.53,372,91.02,27.4
58:30.6,1684231111,49.53,372,91.02,27.4
58:30.7,1684231111,49.53,372,91.02,27.4
58:30.8,1684231111,49.53,372,91.02,27.4
58:30.9,1684231111,49.53,372,91.02,27.4
58:31.0,1684231111,49.53,372,91.02,27.4
58:31.1,1684231111,49.66,372.06,91.02,27.4
58:31.2,1684231111,49.66,372.06,91.02,27.4
58:31.3,1684231111,49.66,372.06,91.02,27.4
58:31.4,1684231111,49.66,372.06,91.02,27.4
58:31.5,1684231112,49.66,372.06,91.02,27.4
58:31.6,1684231112,49.66,372.06,91.03,27.4
58:31.7,1684231112,49.66,372.06,91.03,27.4
58:31.8,1684231112,49.31,372.06,91.03,27.4
58:31.9,1684231112,49.31,371.98,91.03,27.4
58:32.0,1684231112,49.31,371.98,91.03,27.4
58:32.1,1684231112,49.31,371.98,91.03,27.4
58:32.2,1684231112,49.31,371.98,91.03,27.4
58:32.3,1684231112,49.31,371.98,91.03,27.4
58:32.4,1684231112,49.31,371.98,91.03,27.4
58:32.5,1684231113,49.36,371.98,91.03,27.4
58:32.6,1684231113,49.36,371.96,91.03,27.4
58:32.7,1684231113,49.36,371.96,91.03,27.4
58:32.8,1684231113,49.36,371.96,91.03,27.4
58:32.9,1684231113,49.36,371.96,91.03,27.4
58:33.0,1684231113,49.36,371.96,91.03,27.4
58:33.1,1684231113,49.36,371.96,91.03,27.4
58:33.2,1684231113,49.36,371.96,91.03,27.4
58:33.3,1684231113,49.84,371.96,91.03,27.4
58:33.4,1684231113,49.84,372.08,91.03,27.4
58:33.5,1684231114,49.84,372.08,91.03,27.4
58:33.6,1684231114,49.84,372.08,91.03,27.4
58:33.7,1684231114,49.84,372.08,91.03,27.4
58:33.8,1684231114,49.84,372.08,91.04,27.4
58:33.9,1684231114,49.84,372.08,91.04,27.4
58:34.0,1684231114,49.5,372.08,91.04,27.4
58:34.1,1684231114,49.5,372,91.04,27.4
58:34.2,1684231114,49.5,372,91.04,27.4
58:34.3,1684231114,49.5,372,91.04,27.4
58:34.4,1684231114,49.5,372,91.04,27.4
58:34.5,1684231114,49.5,372,91.04,27.4
58:34.6,1684231115,49.5,372,91.04,27.4
58:34.7,1684231115,49.5,372,91.04,27.4
58:34.8,1684231115,49.6,372,91.04,27.4
58:34.9,1684231115,49.6,372,91.04,27.4
58:35.0,1684231115,49.6,372,91.04,27.4
58:35.1,1684231115,49.6,372,91.04,27.4
58:35.2,1684231115,49.6,372,91.04,27.4
58:35.3,1684231115,49.6,372,91.04,27.4
58:35.4,1684231115,49.6,372,91.05,27.4
58:35.5,1684231116,49.46,372,91.05,27.4
58:35.6,1684231116,49.46,372.02,91.05,27.4
58:35.7,1684231116,49.46,372.02,91.05,27.4
58:35.8,1684231116,49.46,372.02,91.05,27.4
58:35.9,1684231116,49.46,372.02,91.05,27.4
58:36.0,1684231116,49.46,372.02,91.05,27.4
58:36.1,1684231116,49.46,372.02,91.05,27.4
58:36.2,1684231116,49.46,372.02,91.05,27.4
58:36.3,1684231116,49.29,372.02,91.05,27.4
58:36.4,1684231116,49.29,372.06,91.05,27.4
58:36.5,1684231117,49.29,372.06,91.05,27.4
58:36.6,1684231117,49.29,372.06,91.05,27.4
58:36.7,1684231117,49.29,372.06,91.05,27.4
58:36.8,1684231117,49.29,372.06,91.05,27.4
58:36.9,1684231117,49.29,372.06,91.06,27.4
58:37.0,1684231117,49.31,372.06,91.06,27.4
58:37.1,1684231117,49.31,372.04,91.06,27.4
58:37.2,1684231117,49.31,372.04,91.06,27.4
58:37.3,1684231117,49.31,372.04,91.06,27.41
58:37.4,1684231117,49.31,372.04,91.06,27.41
58:37.5,1684231118,49.31,372.04,91.06,27.41
58:37.6,1684231118,49.31,372.04,91.06,27.41
58:37.7,1684231118,49.31,372.04,91.06,27.41
58:37.8,1684231118,49.5,372.04,91.06,27.41
58:37.9,1684231118,49.5,372.02,91.06,27.41
58:38.0,1684231118,49.5,372.02,91.06,27.41
58:38.1,1684231118,49.5,372.02,91.06,27.41
58:38.2,1684231118,49.5,372.02,91.06,27.41
58:38.3,1684231118,49.5,372.02,91.06,27.41
58:38.4,1684231118,49.5,372.02,91.07,27.41
58:38.5,1684231119,49.65,372.02,91.07,27.41
58:38.6,1684231119,49.65,371.98,91.07,27.41
58:38.7,1684231119,49.65,371.98,91.07,27.41
58:38.8,1684231119,49.65,371.98,91.07,27.41
58:38.9,1684231119,49.65,371.98,91.07,27.41
58:39.0,1684231119,49.65,371.98,91.07,27.41
58:39.1,1684231119,49.65,371.98,91.07,27.41
58:39.2,1684231119,49.65,371.98,91.07,27.41
58:39.3,1684231119,49.19,371.98,91.07,27.41
58:39.4,1684231119,49.19,372.04,91.07,27.41
58:39.5,1684231119,49.19,372.04,91.07,27.41
58:39.6,1684231120,49.19,372.04,91.07,27.41
58:39.7,1684231120,49.19,372.04,91.07,27.41
58:39.8,1684231120,49.19,372.04,91.07,27.41
58:39.9,1684231120,49.19,372.04,91.07,27.41
58:40.0,1684231120,49.19,372.04,91.07,27.41
58:40.1,1684231120,48.68,372.06,91.07,27.41
58:40.2,1684231120,48.68,372.06,91.07,27.41
58:40.3,1684231120,48.68,372.06,91.07,27.41
58:40.4,1684231120,48.68,372.06,91.07,27.41
58:40.5,1684231120,48.68,372.06,91.07,27.41
58:40.6,1684231121,48.68,372.06,91.08,27.41
58:40.7,1684231121,48.68,372.06,91.08,27.41
58:40.8,1684231121,49.38,372.06,91.08,27.41
58:40.9,1684231121,49.38,372.04,91.08,27.41
58:41.0,1684231121,49.38,372.04,91.08,27.41
58:41.1,1684231121,49.38,372.04,91.08,27.41
58:41.2,1684231121,49.38,372.04,91.08,27.41
58:41.3,1684231121,49.38,372.04,91.08,27.41
58:41.4,1684231121,49.38,372.04,91.08,27.41
58:41.4,1684231121,49.38,372.04,91.08,27.41
58:41.5,1684231122,49.4,372.04,91.08,27.41
58:41.6,1684231122,49.4,372.02,91.08,27.41
58:41.7,1684231122,49.4,372.02,91.08,27.41
58:41.8,1684231122,49.4,372.02,91.08,27.41
58:41.9,1684231122,49.4,372.02,91.08,27.41
58:42.0,1684231122,49.4,372.02,91.08,27.41
58:42.1,1684231122,49.4,372.02,91.09,27.41
58:42.2,1684231122,49.4,372.02,91.09,27.41
58:42.3,1684231122,49.43,372.02,91.09,27.41
58:42.4,1684231122,49.43,372.02,91.09,27.41
58:42.5,1684231123,49.43,372.02,91.09,27.41
58:42.6,1684231123,49.43,372.02,91.09,27.41
58:42.8,1684231123,49.43,372.02,91.09,27.41
58:42.8,1684231123,49.43,372.02,91.09,27.41
58:42.9,1684231123,49.43,372.02,91.09,27.41
58:43.0,1684231123,49.19,372.02,91.09,27.41
58:43.1,1684231123,49.19,372.04,91.09,27.41
58:43.3,1684231123,49.19,372.04,91.09,27.41
58:43.3,1684231123,49.19,372.04,91.09,27.41
58:43.4,1684231123,49.19,372.04,91.09,27.41
58:43.6,1684231124,49.19,372.04,91.09,27.41
58:43.6,1684231124,49.19,372.04,91.1,27.41
58:43.7,1684231124,49.19,372.04,91.1,27.41
58:43.9,1684231124,49.19,372.04,91.1,27.41
58:44.0,1684231124,49.19,372.08,91.1,27.41
58:44.1,1684231124,49.19,372.08,91.1,27.41
58:44.2,1684231124,49.19,372.08,91.1,27.41
58:44.2,1684231124,49.19,372.08,91.1,27.41
58:44.3,1684231124,49.19,372.08,91.1,27.41
58:44.4,1684231124,49.19,372.08,91.1,27.41
58:44.5,1684231125,49.63,372.08,91.1,27.41
58:44.6,1684231125,49.63,371.98,91.1,27.41
58:44.7,1684231125,49.63,371.98,91.1,27.41
58:44.8,1684231125,49.63,371.98,91.1,27.41
58:45.0,1684231125,49.63,371.98,91.1,27.41
58:45.0,1684231125,49.63,371.98,91.1,27.41
58:45.2,1684231125,49.63,371.98,91.11,27.41
58:45.3,1684231125,49.44,371.98,91.11,27.41
58:45.4,1684231125,49.44,372.06,91.11,27.41
58:45.4,1684231125,49.44,372.06,91.11,27.41
58:45.5,1684231126,49.44,372.06,91.11,27.41
58:45.6,1684231126,49.44,372.06,91.11,27.41
58:45.8,1684231126,49.44,372.06,91.11,27.41
58:45.8,1684231126,49.44,372.06,91.11,27.41
58:45.9,1684231126,49.44,372.06,91.11,27.41
58:46.0,1684231126,49.25,372.06,91.11,27.41
58:46.1,1684231126,49.25,372.16,91.11,27.41
58:46.2,1684231126,49.25,372.16,91.11,27.41
58:46.3,1684231126,49.25,372.16,91.11,27.41
58:46.4,1684231126,49.25,372.16,91.11,27.41
58:46.5,1684231127,49.25,372.16,91.11,27.41
58:46.6,1684231127,49.25,372.16,91.11,27.41
58:46.7,1684231127,49.25,372.16,91.11,27.41
58:46.8,1684231127,49.72,372.16,91.11,27.41
58:46.9,1684231127,49.72,372.02,91.11,27.41
58:47.0,1684231127,49.72,372.02,91.11,27.41
58:47.1,1684231127,49.72,372.02,91.11,27.41
58:47.2,1684231127,49.72,372.02,91.11,27.41
58:47.3,1684231127,49.72,372.02,91.11,27.41
58:47.4,1684231127,49.72,372.02,91.12,27.41
58:47.5,1684231128,48.9,372.02,91.12,27.41
58:47.6,1684231128,48.9,372.02,91.12,27.41
58:47.7,1684231128,48.9,372.02,91.12,27.41
58:47.8,1684231128,48.9,372.02,91.12,27.41
58:47.9,1684231128,48.9,372.02,91.12,27.41
58:48.0,1684231128,48.9,372.02,91.12,27.41
58:48.1,1684231128,48.9,372.02,91.12,27.41
58:48.2,1684231128,48.9,372.02,91.12,27.41
58:48.3,1684231128,49.61,372.02,91.12,27.41
58:48.4,1684231128,49.61,372.06,91.12,27.41
58:48.5,1684231129,49.61,372.06,91.12,27.41
58:48.6,1684231129,49.61,372.06,91.12,27.42
58:48.7,1684231129,49.61,372.06,91.12,27.42
58:48.8,1684231129,49.61,372.06,91.12,27.42
58:48.9,1684231129,49.61,372.06,91.13,27.42
58:49.0,1684231129,49.61,372.06,91.13,27.42
58:49.1,1684231129,49.44,372.04,91.13,27.42
58:49.2,1684231129,49.44,372.04,91.13,27.42
58:49.3,1684231129,49.44,372.04,91.13,27.42
58:49.4,1684231129,49.44,372.04,91.13,27.42
58:49.5,1684231129,49.44,372.04,91.13,27.42
58:49.6,1684231130,49.44,372.04,91.13,27.42
58:49.7,1684231130,49.44,372.04,91.13,27.42
58:49.8,1684231130,48.92,372.04,91.13,27.42
58:49.9,1684231130,48.92,372.08,91.13,27.42
58:50.0,1684231130,48.92,372.08,91.13,27.42
58:50.1,1684231130,48.92,372.08,91.13,27.42
58:50.2,1684231130,48.92,372.08,91.13,27.42
58:50.3,1684231130,48.92,372.08,91.13,27.42
58:50.4,1684231130,48.92,372.08,91.14,27.42
58:50.5,1684231130,48.92,372.08,91.14,27.42
58:50.6,1684231131,49.67,372.08,91.14,27.42
58:50.7,1684231131,49.67,372.18,91.14,27.42
58:50.8,1684231131,49.67,372.18,91.14,27.42
58:50.9,1684231131,49.67,372.18,91.14,27.42
58:51.0,1684231131,49.67,372.18,91.14,27.42
58:51.1,1684231131,49.67,372.18,91.14,27.42
58:51.2,1684231131,49.67,372.18,91.14,27.42
58:51.3,1684231131,49.63,372.18,91.14,27.42
58:51.4,1684231131,49.63,372.02,91.14,27.42
58:51.5,1684231131,49.63,372.02,91.14,27.42
58:51.6,1684231132,49.63,372.02,91.14,27.42
58:51.7,1684231132,49.63,372.02,91.14,27.42
58:51.8,1684231132,49.63,372.02,91.14,27.42
58:51.8,1684231132,49.63,372.02,91.14,27.42
58:51.9,1684231132,49.63,372.02,91.14,27.42
58:52.0,1684231132,49.59,372.02,91.14,27.42
58:52.1,1684231132,49.59,372.08,91.14,27.42
58:52.2,1684231132,49.59,372.08,91.14,27.42
58:52.3,1684231132,49.59,372.08,91.14,27.42
58:52.4,1684231132,49.59,372.08,91.14,27.42
58:52.5,1684231133,49.59,372.08,91.14,27.42
58:52.6,1684231133,49.59,372.08,91.15,27.42
58:52.7,1684231133,49.59,372.08,91.15,27.42
58:52.8,1684231133,49.48,372.08,91.15,27.42
58:52.9,1684231133,49.48,372.08,91.15,27.42
58:53.0,1684231133,49.48,372.08,91.15,27.42
58:53.1,1684231133,49.48,372.08,91.15,27.42
58:53.2,1684231133,49.48,372.08,91.15,27.42
58:53.3,1684231133,49.48,372.08,91.15,27.42
58:53.4,1684231133,49.48,372.08,91.15,27.42
58:53.5,1684231134,49.43,372.08,91.15,27.42
58:53.6,1684231134,49.43,372.1,91.15,27.42
58:53.7,1684231134,49.43,372.1,91.15,27.42
58:53.8,1684231134,49.43,372.1,91.15,27.42
58:53.9,1684231134,49.43,372.1,91.15,27.42
58:54.0,1684231134,49.43,372.1,91.15,27.42
58:54.1,1684231134,49.43,372.1,91.16,27.42
58:54.2,1684231134,49.43,372.1,91.16,27.42
58:54.3,1684231134,49.72,372.1,91.16,27.42
58:54.4,1684231134,49.72,372.2,91.16,27.42
58:54.5,1684231134,49.72,372.2,91.16,27.42
58:54.6,1684231135,49.72,372.2,91.16,27.42
58:54.7,1684231135,49.72,372.2,91.16,27.42
58:54.8,1684231135,49.72,372.2,91.16,27.42
58:54.9,1684231135,49.72,372.2,91.16,27.42
58:55.0,1684231135,49.72,372.2,91.16,27.42
58:55.1,1684231135,49.42,372.2,91.16,27.42
58:55.2,1684231135,49.42,372.1,91.16,27.42
58:55.3,1684231135,49.42,372.1,91.16,27.42
58:55.4,1684231135,49.42,372.1,91.16,27.42
58:55.5,1684231135,49.42,372.1,91.16,27.42
58:55.6,1684231136,49.42,372.1,91.17,27.42
58:55.7,1684231136,49.42,372.1,91.17,27.42
58:55.8,1684231136,49.46,372.1,91.17,27.42
58:55.9,1684231136,49.46,372.06,91.17,27.42
58:56.0,1684231136,49.46,372.06,91.17,27.42
58:56.1,1684231136,49.46,372.06,91.17,27.42
58:56.2,1684231136,49.46,372.06,91.17,27.42
58:56.3,1684231136,49.46,372.06,91.17,27.42
58:56.4,1684231136,49.46,372.06,91.17,27.42
58:56.5,1684231136,49.46,372.06,91.17,27.42
58:56.6,1684231137,49.18,372.06,91.17,27.42
58:56.7,1684231137,49.18,372.02,91.17,27.42
58:56.8,1684231137,49.18,372.02,91.17,27.42
58:56.9,1684231137,49.18,372.02,91.17,27.42
58:57.0,1684231137,49.18,372.02,91.17,27.42
58:57.1,1684231137,49.18,372.02,91.17,27.42
58:57.2,1684231137,49.18,372.02,91.18,27.42
58:57.3,1684231137,49.23,372.02,91.18,27.42
58:57.4,1684231137,49.23,372.14,91.18,27.42
58:57.5,1684231137,49.23,372.14,91.18,27.42
58:57.6,1684231138,49.23,372.14,91.18,27.42
58:57.7,1684231138,49.23,372.14,91.18,27.42
58:57.8,1684231138,49.23,372.14,91.18,27.42
58:57.9,1684231138,49.23,372.14,91.18,27.42
58:58.0,1684231138,49.23,372.14,91.18,27.42
58:58.1,1684231138,49.06,372.14,91.18,27.42
58:58.2,1684231138,49.06,372.1,91.18,27.42
58:58.3,1684231138,49.06,372.1,91.18,27.42
58:58.4,1684231138,49.06,372.1,91.18,27.42
58:58.4,1684231138,49.06,372.1,91.18,27.42
58:58.6,1684231139,49.06,372.1,91.18,27.42
58:58.7,1684231139,49.06,372.1,91.18,27.42
58:58.8,1684231139,49.06,372.1,91.18,27.42
58:58.8,1684231139,48.53,372.08,91.18,27.42
58:59.0,1684231139,48.53,372.08,91.18,27.42
58:59.0,1684231139,48.53,372.08,91.18,27.43
58:59.1,1684231139,48.53,372.08,91.18,27.43
58:59.3,1684231139,48.53,372.08,91.18,27.43
58:59.4,1684231139,48.53,372.08,91.19,27.43
58:59.4,1684231139,48.53,372.08,91.19,27.43
58:59.5,1684231140,49,372.08,91.19,27.43
58:59.6,1684231140,49,372.12,91.19,27.43
58:59.7,1684231140,49,372.12,91.19,27.43
58:59.8,1684231140,49,372.12,91.19,27.43
58:59.9,1684231140,49,372.12,91.19,27.43
59:00.0,1684231140,49,372.12,91.19,27.43
59:00.1,1684231140,49,372.12,91.19,27.43
59:00.3,1684231140,49,372.12,91.19,27.43
59:00.3,1684231140,48.62,372.02,91.19,27.43
59:00.4,1684231140,48.62,372.02,91.19,27.43
59:00.6,1684231141,48.62,372.02,91.19,27.43
59:00.6,1684231141,48.62,372.02,91.19,27.43
59:00.7,1684231141,48.62,372.02,91.19,27.43
59:00.8,1684231141,48.62,372.02,91.2,27.43
59:00.9,1684231141,48.62,372.02,91.2,27.43
59:01.0,1684231141,48.62,372.02,91.2,27.43
59:01.1,1684231141,49.32,372.06,91.2,27.43
59:01.2,1684231141,49.32,372.06,91.2,27.43
59:01.3,1684231141,49.32,372.06,91.2,27.43
59:01.4,1684231141,49.32,372.06,91.2,27.43
59:01.5,1684231142,49.32,372.06,91.2,27.43
59:01.6,1684231142,49.32,372.06,91.2,27.43
59:01.7,1684231142,49.32,372.06,91.2,27.43
59:01.8,1684231142,49.2,372.06,91.2,27.43
59:01.9,1684231142,49.2,372,91.2,27.43
59:02.0,1684231142,49.2,372,91.2,27.43
59:02.1,1684231142,49.2,372,91.2,27.43
59:02.2,1684231142,49.2,372,91.2,27.43
59:02.3,1684231142,49.2,372,91.2,27.43
59:02.4,1684231142,49.2,372,91.21,27.43
59:02.5,1684231143,49.35,372,91.21,27.43
59:02.6,1684231143,49.35,372.12,91.21,27.43
59:02.7,1684231143,49.35,372.12,91.21,27.43
59:02.8,1684231143,49.35,372.12,91.21,27.43
59:02.9,1684231143,49.35,372.12,91.21,27.43
59:03.0,1684231143,49.35,372.12,91.21,27.43
59:03.1,1684231143,49.35,372.12,91.21,27.43
59:03.2,1684231143,49.35,372.12,91.21,27.43
59:03.3,1684231143,49.06,372.12,91.21,27.43
59:03.4,1684231143,49.06,372.08,91.21,27.43
59:03.5,1684231143,49.06,372.08,91.21,27.43
59:03.6,1684231144,49.06,372.08,91.21,27.43
59:03.7,1684231144,49.06,372.08,91.21,27.43
59:03.8,1684231144,49.06,372.08,91.21,27.43
59:03.9,1684231144,49.06,372.08,91.21,27.43
59:04.0,1684231144,49.06,372.08,91.21,27.43
59:04.1,1684231144,49.18,372.06,91.21,27.43
59:04.2,1684231144,49.18,372.06,91.21,27.43
59:04.3,1684231144,49.18,372.06,91.21,27.43
59:04.4,1684231144,49.18,372.06,91.21,27.43
59:04.5,1684231145,49.18,372.06,91.21,27.43
59:04.6,1684231145,49.18,372.06,91.22,27.43
59:04.7,1684231145,49.18,372.06,91.22,27.43
59:04.8,1684231145,49.28,372.06,91.22,27.43
59:04.9,1684231145,49.28,372.18,91.22,27.43
59:05.0,1684231145,49.28,372.18,91.22,27.43
59:05.1,1684231145,49.28,372.18,91.22,27.43
59:05.2,1684231145,49.28,372.18,91.22,27.43
59:05.3,1684231145,49.28,372.18,91.22,27.43
59:05.4,1684231145,49.28,372.18,91.22,27.43
59:05.5,1684231145,49.28,372.18,91.22,27.43
59:05.6,1684231146,49.16,372.18,91.22,27.43
59:05.7,1684231146,49.16,372.08,91.22,27.43
59:05.8,1684231146,49.16,372.08,91.22,27.43
59:05.9,1684231146,49.16,372.08,91.22,27.43
59:06.0,1684231146,49.16,372.08,91.22,27.43
59:06.1,1684231146,49.16,372.08,91.23,27.43
59:06.2,1684231146,49.16,372.08,91.23,27.43
59:06.3,1684231146,49.5,372.08,91.23,27.43
59:06.4,1684231146,49.5,372.04,91.23,27.43
59:06.5,1684231146,49.5,372.04,91.23,27.43
59:06.6,1684231147,49.5,372.04,91.23,27.43
59:06.7,1684231147,49.5,372.04,91.23,27.43
59:06.8,1684231147,49.5,372.04,91.23,27.43
59:06.9,1684231147,49.5,372.04,91.23,27.43
59:07.0,1684231147,49.5,372.04,91.23,27.43
59:07.1,1684231147,49.77,372.04,91.23,27.43
59:07.2,1684231147,49.77,372.2,91.23,27.43
59:07.3,1684231147,49.77,372.2,91.23,27.43
59:07.4,1684231147,49.77,372.2,91.23,27.43
59:07.5,1684231147,49.77,372.2,91.23,27.43
59:07.6,1684231148,49.77,372.2,91.23,27.43
59:07.7,1684231148,49.77,372.2,91.24,27.43
59:07.8,1684231148,49.11,372.2,91.24,27.43
59:07.9,1684231148,49.11,372.1,91.24,27.43
59:08.0,1684231148,49.11,372.1,91.24,27.43
59:08.1,1684231148,49.11,372.1,91.24,27.43
59:08.2,1684231148,49.11,372.1,91.24,27.43
59:08.3,1684231148,49.11,372.1,91.24,27.43
59:08.4,1684231148,49.11,372.1,91.24,27.43
59:08.5,1684231148,49.11,372.1,91.24,27.43
59:08.6,1684231149,49.35,372.1,91.24,27.43
59:08.6,1684231149,49.35,372.2,91.24,27.43
59:08.7,1684231149,49.35,372.2,91.24,27.43
59:08.9,1684231149,49.35,372.2,91.24,27.43
59:08.9,1684231149,49.35,372.2,91.24,27.43
59:09.0,1684231149,49.35,372.2,91.24,27.43
59:09.1,1684231149,49.35,372.2,91.25,27.43
59:09.2,1684231149,49.35,372.2,91.25,27.43
59:09.3,1684231149,48.88,372.2,91.25,27.43
59:09.4,1684231149,48.88,372.12,91.25,27.43
59:09.5,1684231150,48.88,372.12,91.25,27.43
59:09.6,1684231150,48.88,372.12,91.25,27.43
59:09.7,1684231150,48.88,372.12,91.25,27.43
59:09.8,1684231150,48.88,372.12,91.25,27.43
59:09.9,1684231150,48.88,372.12,91.25,27.43
59:10.0,1684231150,48.88,372.12,91.25,27.43
59:10.1,1684231150,49.14,372.08,91.25,27.43
59:10.2,1684231150,49.14,372.08,91.25,27.43
59:10.3,1684231150,49.14,372.08,91.25,27.44
59:10.4,1684231150,49.14,372.08,91.25,27.44
59:10.5,1684231151,49.14,372.08,91.25,27.44
59:10.6,1684231151,49.14,372.08,91.25,27.44
59:10.7,1684231151,49.14,372.08,91.25,27.44
59:10.8,1684231151,49.65,372.08,91.25,27.44
59:10.9,1684231151,49.65,372.1,91.25,27.44
59:11.0,1684231151,49.65,372.1,91.25,27.44
59:11.1,1684231151,49.65,372.1,91.25,27.44
59:11.2,1684231151,49.65,372.1,91.25,27.44
59:11.3,1684231151,49.65,372.1,91.25,27.44
59:11.4,1684231151,49.65,372.1,91.26,27.44
59:11.5,1684231151,49.65,372.1,91.26,27.44
59:11.6,1684231152,49.64,372.16,91.26,27.44
59:11.7,1684231152,49.64,372.16,91.26,27.44
59:11.8,1684231152,49.64,372.16,91.26,27.44
59:11.9,1684231152,49.64,372.16,91.26,27.44
59:12.0,1684231152,49.64,372.16,91.26,27.44
59:12.1,1684231152,49.64,372.16,91.26,27.44
59:12.2,1684231152,49.64,372.16,91.26,27.44
59:12.3,1684231152,49.97,372.16,91.26,27.44
59:12.3,1684231152,49.97,372.2,91.26,27.44
59:12.4,1684231152,49.97,372.2,91.26,27.44
59:12.5,1684231153,49.97,372.2,91.26,27.44
59:12.6,1684231153,49.97,372.2,91.26,27.44
59:12.7,1684231153,49.97,372.2,91.26,27.44
59:12.8,1684231153,49.97,372.2,91.27,27.44
59:12.9,1684231153,49.97,372.2,91.27,27.44
59:13.0,1684231153,49.99,372.2,91.27,27.44
59:13.1,1684231153,49.99,372.18,91.27,27.44
59:13.2,1684231153,49.99,372.18,91.27,27.44
59:13.3,1684231153,49.99,372.18,91.27,27.44
59:13.4,1684231153,49.99,372.18,91.27,27.44
59:13.5,1684231154,49.99,372.18,91.27,27.44
59:13.6,1684231154,49.99,372.18,91.27,27.44
59:13.7,1684231154,49.99,372.18,91.27,27.44
59:13.8,1684231154,49.66,372.18,91.27,27.44
59:13.9,1684231154,49.66,372.18,91.27,27.44
59:14.0,1684231154,49.66,372.18,91.27,27.44
59:14.1,1684231154,49.66,372.18,91.27,27.44
59:14.2,1684231154,49.66,372.18,91.27,27.44
59:14.3,1684231154,49.66,372.18,91.27,27.44
59:14.4,1684231154,49.66,372.18,91.28,27.44
59:14.5,1684231155,49.42,372.18,91.28,27.44
59:14.6,1684231155,49.42,372.22,91.28,27.44
59:14.7,1684231155,49.42,372.22,91.28,27.44
59:14.8,1684231155,49.42,372.22,91.28,27.44
59:14.9,1684231155,49.42,372.22,91.28,27.44
59:15.0,1684231155,49.42,372.22,91.28,27.44
59:15.1,1684231155,49.42,372.22,91.28,27.44
59:15.2,1684231155,49.42,372.22,91.28,27.44
59:15.3,1684231155,49.61,372.22,91.28,27.44
59:15.4,1684231155,49.61,372.18,91.28,27.44
59:15.5,1684231155,49.61,372.18,91.28,27.44
59:15.6,1684231156,49.61,372.18,91.28,27.44
59:15.7,1684231156,49.61,372.18,91.28,27.44
59:15.8,1684231156,49.61,372.18,91.28,27.44
59:15.9,1684231156,49.61,372.18,91.28,27.44
59:16.0,1684231156,50.01,372.18,91.28,27.44
59:16.1,1684231156,50.01,372.2,91.28,27.44
59:16.2,1684231156,50.01,372.2,91.28,27.44
59:16.3,1684231156,50.01,372.2,91.28,27.44
59:16.4,1684231156,50.01,372.2,91.28,27.44
59:16.5,1684231156,50.01,372.2,91.28,27.44
59:16.6,1684231157,50.01,372.2,91.29,27.44
59:16.7,1684231157,50.01,372.2,91.29,27.44
59:16.8,1684231157,49.52,372.2,91.29,27.44
59:16.9,1684231157,49.52,372.08,91.29,27.44
59:17.0,1684231157,49.52,372.08,91.29,27.44
