datetime,voltage,current,soc,power,charged_energy,datetime,timestamp,derivative,mean_derivative
2023-05-16 06:59:50.300000+00:00,323.20001220703125,0.30000001192092896,30,1120004997,0,2023-05-16 06:59:50.300000+00:00,1684220390,,0
2023-05-16 06:59:50.400000+00:00,323.61429704938615,0.2857142963579723,30,1119410679.142857,0.000668368,2023-05-16 06:59:50.400000+00:00,1684220390,-0.142857156,0
2023-05-16 06:59:50.500000+00:00,324.02858189174106,0.2714285807950156,30,1118816361.2857144,0.001336736,2023-05-16 06:59:50.500000+00:00,1684220391,-0.142857156,0
2023-05-16 06:59:50.600000+00:00,324.44286673409596,0.2571428652320589,30,1118222043.4285715,0.002005105,2023-05-16 06:59:50.600000+00:00,1684220391,-0.142857156,0
2023-05-16 06:59:50.700000+00:00,324.8571515764509,0.24285714966910227,30,1117627725.5714285,0.002673473,2023-05-16 06:59:50.700000+00:00,1684220391,-0.142857156,0
2023-05-16 06:59:50.800000+00:00,325.2714364188058,0.22857143410614558,30,1117033407.7142856,0.003341841,2023-05-16 06:59:50.800000+00:00,1684220391,-0.142857156,0
2023-05-16 06:59:50.900000+00:00,325.6857212611607,0.2142857185431889,30,1116439089.857143,0.004010209,2023-05-16 06:59:50.900000+00:00,1684220391,-0.142857156,0
2023-05-16 06:59:51+00:00,326.1000061035156,0.20000000298023224,30,1115844772,0.004678578,2023-05-16 06:59:51+00:00,1684220391,-0.142857156,14.824175312296374
2023-05-16 06:59:51.100000+00:00,326.2000034877232,3.428571322134563,30,1123993752.2857144,0.052471063,2023-05-16 06:59:51.100000+00:00,1684220391,32.28571319,17.318680723617362
2023-05-16 06:59:51.200000+00:00,326.3000008719308,6.657142641288893,30,1132142732.5714285,0.100263549,2023-05-16 06:59:51.200000+00:00,1684220391,32.28571319,16.373625905304166
2023-05-16 06:59:51.300000+00:00,326.3999982561384,9.885713960443224,30,1140291712.857143,0.1480560347970043,2023-05-16 06:59:51.300000+00:00,1684220391,32.28571319154331,15.428571086990964
2023-05-16 06:59:51.400000+00:00,326.49999564034596,13.114285279597555,30,1148440693.142857,0.19584852051255958,2023-05-16 06:59:51.400000+00:00,1684220391,32.28571319,14.48351626867776
2023-05-16 06:59:51.500000+00:00,326.59999302455356,16.342856598751887,30,1156589673.4285715,0.24364100622811485,2023-05-16 06:59:51.500000+00:00,1684220392,32.285713191543316,13.538461450364563
2023-05-16 06:59:51.600000+00:00,326.69999040876115,19.571427917906217,30,1164738653.7142856,0.2914334919436702,2023-05-16 06:59:51.600000+00:00,1684220392,32.28571319,12.59340663205136
2023-05-16 06:59:51.700000+00:00,326.79998779296875,22.799999237060547,30,1172887634,0.33922597765922546,2023-05-16 06:59:51.700000+00:00,1684220392,32.28571319,11.648351813738163
2023-05-16 06:59:51.800000+00:00,326.79998779296875,21.55714225769043,30,1172055806.5714285,0.5339280452047075,2023-05-16 06:59:51.800000+00:00,1684220392,-12.42856979,8.208791584103972
2023-05-16 06:59:51.900000+00:00,326.79998779296875,20.314285278320312,30,1171223979.142857,0.7286301127501896,2023-05-16 06:59:51.900000+00:00,1684220392,-12.42856979,5.725275184754486
2023-05-16 06:59:52+00:00,326.79998779296875,19.071428298950195,30,1170392151.7142856,0.9233321802956718,2023-05-16 06:59:52+00:00,1684220392,-12.42856979,3.2417587854050014
2023-05-16 06:59:52.100000+00:00,326.79998779296875,17.828571319580078,30,1169560324.2857144,1.1180342478411538,2023-05-16 06:59:52.100000+00:00,1684220392,-12.42856979,0.7582423860555166
2023-05-16 06:59:52.200000+00:00,326.79998779296875,16.58571434020996,30,1168728496.857143,1.3127363153866358,2023-05-16 06:59:52.200000+00:00,1684220392,-12.42856979,-1.725274013
2023-05-16 06:59:52.300000+00:00,326.79998779296875,15.342857360839844,30,1167896669.4285715,1.507438382932118,2023-05-16 06:59:52.300000+00:00,1684220392,-12.42856979,-4.208790413
2023-05-16 06:59:52.400000+00:00,326.79998779296875,14.100000381469727,30,1167064842,1.70214045,2023-05-16 06:59:52.400000+00:00,1684220392,-12.42856979,-6.692306812
2023-05-16 06:59:52.500000+00:00,326.79998779296875,14.100000381469727,30,1167064842,1.70214045,2023-05-16 06:59:52.500000+00:00,1684220393,0,-5.747252035
2023-05-16 06:59:52.600000+00:00,326.79998779296875,14.100000381469727,30,1167064842,1.70214045,2023-05-16 06:59:52.600000+00:00,1684220393,0,-4.802197257
2023-05-16 06:59:52.700000+00:00,326.79998779296875,14.100000381469727,30,1167064842,1.70214045,2023-05-16 06:59:52.700000+00:00,1684220393,0,-3.85714248
2023-05-16 06:59:52.800000+00:00,326.79998779296875,14.100000381469727,30,1167064842,1.70214045,2023-05-16 06:59:52.800000+00:00,1684220393,0,-2.912087702
2023-05-16 06:59:52.900000+00:00,326.79998779296875,14.100000381469727,30,1167064842,1.70214045,2023-05-16 06:59:52.900000+00:00,1684220393,0,-1.967032925
2023-05-16 06:59:53+00:00,326.79998779296875,14.100000381469727,30,1167064842,1.70214045,2023-05-16 06:59:53+00:00,1684220393,0,-1.021978148
2023-05-16 06:59:53.100000+00:00,326.79998779296875,14.085714612688337,30,1167055280.857143,1.8839459419250488,2023-05-16 06:59:53.100000+00:00,1684220393,-0.142857688,-0.07692337
2023-05-16 06:59:53.200000+00:00,326.79998779296875,14.071428843906947,30,1167045719.7142856,2.0657514333724976,2023-05-16 06:59:53.200000+00:00,1684220393,-0.142857688,-0.07692337
